formula,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill,Tc
Pt0.014Ru0.986,2,1.355,1.3307,0.025,0.005874521,0.05,1.29206,0.692976966,0.075860434,148.077,102.386196,47.007,11.04574483,94.014,96.923844,0.641877655,0.122987827,9,8.028,1,0.23498085,2,7.748,0.686961577,0.087897219,2.24,2.20112,0.04,0.009399234,0.08,2.13728,0.692987733,0.075788866,8.1596,7.3828748,0.7991,0.187773197,1.5982,7.1320312,0.688343978,0.086074031,2,7.028,0.854571984,2.972,0.43
Au0.855Sn0.145,2,1.425,1.43565,0.015,0.010563025,0.03,1.02675,0.693091778,0.409313183,157.8385,185.619735,39.1285,27.55435527,78.257,151.193835,0.662096715,0.308814262,7.5,9.985,3.5,2.464705865,7,8.825,0.579915171,0.221671429,2.25,2.4559,0.29,0.204218486,0.58,1.8875,0.684817856,0.358312441,8.2847,8.952668,0.9408,0.662512936,1.8816,6.822937,0.686685458,0.364815548,2,10,0.427259133,0,0.43
W1F0.41O2.59,3,0.916666667,0.84365,0.321489589,0.304412019,0.71,0.35355,1.040499969,0.923620359,72.94566667,58.2666475,78.42369274,72.5052976,167.841,44.012705,0.549803702,0.607800604,6.333333333,6.1025,0.471404521,0.303304715,1,3.1675,1.095887154,0.884090063,3.26,3.22535,0.67349833,0.524799369,1.62,1.81945,1.07645759,0.827914614,12.9683,12.56955675,3.929320924,2.943082962,9.5588,7.03188275,1.050376614,0.81612652,4,1,0.104139547,4.5,0.42
Sn0.504Ge0.336In0.16Te1,4,1.425,1.40736,0.141686273,0.097510155,0.4,0.5846,1.381352352,1.193661794,108.442,115.10388,21.18311455,19.60343095,54.96,54.61456,1.365658667,1.116953896,4.25,4.92,1.089724736,1.11067547,3,2.76,1.354581075,1.045698182,1.9625,2.024,0.1166994,0.09335952,0.32,0.9076,1.384505612,1.170160235,7.509825,8.145474,1.161767895,0.995320727,3.2232,4.041888,1.374065031,1.12286546,2,10,0.670241287,0,0.42
Bi1.1Nb1S3.1,3,1.34,1.222884615,0.217715411,0.225442612,0.51,0.345,1.084923908,1.032873026,111.317,81.18951923,73.38915904,70.13955951,176.915,26.34076923,0.87426213,1.004654232,5.333333333,5.596153846,0.471404521,0.490667339,1,2.615384615,1.094780226,0.903586646,2.066666667,2.273076923,0.401441846,0.396016406,0.98,1.230384615,1.079781642,0.849197293,8.134833333,9.017126923,1.588055046,1.640113034,3.6011,4.876365385,1.080199759,0.840339863,3,2.884615385,0.27027027,2.307692308,0.415
Ir0.036Ru0.964,2,1.345,1.33108,0.015,0.005588703,0.03,1.23316,0.693084991,0.157579249,146.6435,104.351292,45.5735,16.97978341,91.147,90.511668,0.644046818,0.243994781,8.5,8.036,0.5,0.186290096,1,7.388,0.691416078,0.168955251,2.2,2.2,0,0,0,2.0416,0.693147181,0.155016589,8.16375,7.418334,0.80325,0.29927504,1.6065,6.77271,0.688298819,0.17895979,2,7,0.819672131,3,0.41
Pd2Sn1,2,1.395,1.39,0.015,0.014142136,0.03,0.45,0.693089369,0.639786981,112.565,110.5166667,6.145,5.793561561,12.29,31.37666667,0.691656368,0.652285374,7,8,3,2.828427125,6,5.333333333,0.598269589,0.450561209,2.08,2.12,0.12,0.113137085,0.24,0.813333333,0.691482055,0.617633543,7.8404,8.0059,0.4965,0.468104689,0.993,3.109966667,0.691140757,0.615674497,1,10,0.882352941,0,0.41
W1F0.44O2.56,3,0.916666667,0.8441,0.321489589,0.304184467,0.71,0.3432,1.040499969,0.934463366,72.94566667,58.28914,78.42369274,72.49264597,167.841,43.87022,0.549803702,0.612219088,6.333333333,6.11,0.471404521,0.312889757,1,3.07,1.095887154,0.897723716,3.26,3.2294,0.67349833,0.528510776,1.62,1.7638,1.07645759,0.842654567,12.9683,12.598092,3.929320924,2.971419192,9.5588,6.799076,1.050376614,0.831229093,4,1,0.104058273,4.5,0.41
Ir0.85W0.15,2,1.365,1.3615,0.005,0.003570714,0.01,0.9505,0.693140472,0.424330051,188.0285,190.96045,4.1885,2.991187297,8.377,135.80845,0.692899053,0.412883271,7.5,8.55,1.5,1.071214264,3,6.75,0.673011667,0.336495758,2.28,2.224,0.08,0.057131427,0.16,1.516,0.69253148,0.438295414,8.4155,8.80155,0.5515,0.393849778,1.103,6.44235,0.690998299,0.393961183,2,6.55,0.290465632,3.45,0.41
Pd1Sn1,2,1.395,1.395,0.015,0.015,0.03,0.015,0.693089369,0.693089369,112.565,112.565,6.145,6.145,12.29,6.145,0.691656368,0.691656368,7,7,3,3,6,3,0.598269589,0.598269589,2.08,2.08,0.12,0.12,0.24,0.12,0.691482055,0.691482055,7.8404,7.8404,0.4965,0.4965,0.993,0.4965,0.691140757,0.691140757,1,10,0.833333333,0,0.41
Ir0.75Os0.25,2,1.35,1.355,0.01,0.008660254,0.02,0.685,0.693119745,0.55927423,191.2235,191.72025,0.9935,0.860396239,1.987,96.60525,0.693133684,0.560190167,8.5,8.75,0.5,0.433012702,1,4.75,0.691416078,0.537544412,2.2,2.2,0,0,0,1.1,0.693147181,0.562335145,8.7026,8.8348,0.2644,0.228977117,0.5288,4.6157,0.692685585,0.549666485,2,6.75,0.296703297,3.25,0.4
Au5Ba1,2,1.805,1.561666667,0.365,0.272054937,0.73,0.838333333,0.67255984,0.541190648,167.147,187.027,29.82,22.2265157,59.64,141.2513333,0.677147344,0.371634714,6.5,9.5,4.5,3.354101966,9,8.833333333,0.429323022,0.152005311,1.715,2.265,0.825,0.614918694,1.65,1.968333333,0.572507296,0.241811769,7.2186,8.556533333,2.0069,1.495854941,4.0138,6.8193,0.653986279,0.328399121,2,8.333333333,0.393700787,0,0.4
La0.35Y0.65,2,1.77,1.782,0.04,0.038157568,0.08,0.571,0.692891804,0.640893933,113.9055,106.40565,24.9995,23.84800307,49.999,9.17215,0.668865184,0.68942736,3,3,0,0,0,0.9,0.693147181,0.647446639,1.16,1.178,0.06,0.057236352,0.12,0.408,0.69180889,0.631907406,5.8971,5.99316,0.3202,0.305451332,0.6404,2.08933,0.691672326,0.631084586,2,1,0.333333333,9,0.4
Co0.007Ru0.993,2,1.29,1.32944,0.04,0.006669813,0.08,1.31194,0.692666363,0.039623008,80.0015,100.775041,21.0685,3.513073664,42.137,99.949979,0.658057842,0.026593082,8.5,8.007,0.5,0.083372657,1,7.881,0.691416078,0.045957601,2.04,2.19776,0.16,0.02667925,0.32,2.17144,0.690068279,0.036616172,7.62075,7.3641435,0.26025,0.043395468,0.5205,7.2538095,0.69256395,0.044125684,2,7,0.874235044,3,0.4
Cr0.6Ir0.4,2,1.305,1.294,0.055,0.053888774,0.11,0.206,0.692258792,0.680421377,122.1065,108.0844,70.1105,68.69398024,140.221,45.6892,0.517790034,0.600930456,7.5,7.2,1.5,1.469693846,3,4.44E-16,0.673011667,0.693147181,1.93,1.876,0.27,0.264544892,0.54,0.116,0.683329512,0.691234258,7.86675,7.6467,1.10025,1.078020436,2.2005,0.4731,0.68333452,0.69123202,3,5.8,0.453125,4.2,0.4
Sn0.576Pb0.384In0.04Te1,4,1.555,1.48968,0.141686273,0.130438865,0.34,0.6824,1.382167175,1.126157216,142.082,140.06724,37.88026639,32.97179828,92.382,61.50364,1.353465417,1.127301552,4.25,4.98,1.089724736,1.029368739,3,2.94,1.354581075,0.985487285,2.0425,2.09744,0.201044149,0.133577866,0.55,1.0144,1.381462245,1.098373375,7.38915,8.1595776,1.139898277,0.878340476,3.2232,4.389072,1.374313728,1.042951737,2,10,0.565995019,0,0.4
Ir0.63Os0.27Rh0.1,3,1.35,1.3536,0.008164966,0.008777243,0.02,0.7218,1.098593999,0.872051758,161.7843333,182.74941,41.64117069,26.62848507,89.311,110.80611,1.062798091,0.791405723,8.666666667,8.73,0.471404521,0.443959458,1,4.77,1.097112895,0.860106539,2.226666667,2.208,0.037712362,0.024,0.08,1.158,1.098469425,0.879975247,8.288033333,8.673414,0.624768716,0.465557483,1.5081,4.90332,1.095742159,0.841397381,2,6.83,0.320206282,3.17,0.4
Pt0.15Ta0.85,2,1.405,1.4225,0.025,0.017853571,0.05,1.0085,0.692988866,0.414855974,188.016,183.0684,7.068,5.047561613,14.136,124.5432,0.692440414,0.439413051,7.5,5.75,2.5,1.785357107,5,2.75,0.636514168,0.573964491,1.89,1.617,0.39,0.278515709,0.78,0.933,0.671703461,0.515940951,8.25415,7.760965,0.70455,0.50314934,1.4091,5.073355,0.68949983,0.460844722,2,3.9,0.197468354,6.1,0.4
Pd0.015Ru0.985,2,1.355,1.33075,0.025,0.006077623,0.05,1.28935,0.692976966,0.080195231,103.745,101.15025,2.675,0.650305649,5.35,97.95765,0.692814727,0.081132335,9,8.03,1,0.243104916,2,7.73,0.686961577,0.092856273,2.2,2.2,0,0,0,2.134,0.693147181,0.077882509,7.8487,7.375146,0.4882,0.11868382,0.9764,7.125039,0.691211425,0.085943592,1,7.045,0.877334994,2.955,0.4
Ge1Pt1,2,1.305,1.305,0.075,0.075,0.15,0.075,0.691494797,0.691494797,133.862,133.862,61.222,61.222,122.444,61.222,0.584571475,0.584571475,7,7,3,3,6,3,0.598269589,0.598269589,2.145,2.145,0.135,0.135,0.27,0.135,0.691165334,0.691165334,8.42905,8.42905,0.52965,0.52965,1.0593,0.52965,0.691171681,0.691171681,3,9.5,0.5,0.5,0.4
Cd99.995Mn0.005,2,1.365,1.4899875,0.125,0.001767723,0.25,1.4898635,0.688948302,0.000461347,83.6745,112.4081264,28.7365,0.40638532,57.473,112.4026325,0.632956729,0.000283942,9.5,11.99975,2.5,0.035354455,5,11.99905,0.658109988,0.000333745,1.62,1.689993,0.07,0.000989925,0.14,1.689838,0.692213343,0.000503978,8.2139,8.99372201,0.7799,0.011029176,1.5598,8.99297861,0.688632745,0.000458499,2,9.99975,0.833329861,0.00025,0.39
Al1Os1,2,1.385,1.385,0.045,0.045,0.09,0.045,0.692619256,0.692619256,108.606,108.606,81.624,81.624,163.248,81.624,0.375248894,0.375248894,5.5,5.5,2.5,2.5,5,2.5,0.585952618,0.585952618,1.905,1.905,0.295,0.295,0.59,0.295,0.681108659,0.681108659,7.212,7.212,1.2262,1.2262,2.4524,1.2262,0.678622954,0.678622954,3,3,0.24,2,0.39
B12Sc1,2,1.22,0.89,0.39,0.207846097,0.78,0.642307692,0.641144155,0.403422917,27.8835,13.43753846,17.0725,9.098596127,34.145,6.521230769,0.491772085,0.570267072,3,3,0,0,0,2.538461538,0.693147181,0.271189373,1.7,1.987692308,0.34,0.181199161,0.68,1.778461538,0.673011667,0.206192051,7.42975,8.164423077,0.86825,0.462724035,1.7365,7.154961538,0.686303275,0.231948269,2,0.076923077,0.025641026,0.692307692,0.39
P4W14O50,3,1.06,0.835,0.296760285,0.295438358,0.71,0.417647059,1.0569514,0.885612504,76.93766667,51.43538235,75.83817996,67.50765656,167.841,36.02741176,0.635770073,0.681441929,5.666666667,5.941176471,0.471404521,0.235294118,1,4.117647059,1.095077862,0.696370326,2.663333333,3.144117647,0.553554173,0.49447606,1.25,2.400588235,1.0777893,0.594486274,10.65626667,12.24923235,2.352159482,2.349404468,5.7541,9.396444118,1.07414615,0.582735603,4,0.823529412,0.093333333,2.470588235,0.39
Al0.14Au0.86,2,1.435,1.4386,0.005,0.00346987,0.01,1.0382,0.69314111,0.40344131,111.9745,173.1691,84.9925,58.98259054,169.985,165.61414,0.367885811,0.105016635,7,9.88,4,2.775896252,8,9.04,0.519579839,0.175841003,2.075,2.4098,0.465,0.322697939,0.93,1.959,0.667823083,0.31064051,7.60565,8.771942,1.61985,1.124133886,3.2397,7.095918,0.670292325,0.315156143,3,8.6,0.392335766,0,0.385
W1F0.45O2.55,3,0.916666667,0.84425,0.321489589,0.30410843,0.71,0.33975,1.040499969,0.937961525,72.94566667,58.2966375,78.42369274,72.48842671,167.841,43.822725,0.549803702,0.613648228,6.333333333,6.1125,0.471404521,0.315980616,1,3.0375,1.095887154,0.902109855,3.26,3.23075,0.67349833,0.529735252,1.62,1.74525,1.07645759,0.84739708,12.9683,12.60760375,3.929320924,2.980744037,9.5588,6.72147375,1.050376614,0.836068674,4,1,0.104031209,4.5,0.38
Cr0.3Ru0.7,2,1.29,1.306,0.04,0.036660606,0.08,0.556,0.692666363,0.599567612,76.533,86.3478,24.537,22.48853197,49.074,55.1502,0.64083403,0.472378907,7,7.4,1,0.916515139,2,3.8,0.682908105,0.554789602,1.93,2.038,0.27,0.247459088,0.54,1.042,0.683329512,0.556050568,7.0635,7.1823,0.297,0.272204996,0.594,3.1224,0.692262939,0.595422276,2,6.4,0.864864865,3.6,0.38
Ga1Zr2,2,1.41,1.473333333,0.19,0.179133718,0.38,0.66,0.684040483,0.589153126,80.4735,84.057,10.7505,10.1356686,21.501,37.575,0.684197229,0.589608539,3.5,3.666666667,0.5,0.471404521,1,1.666666667,0.682908105,0.585952618,1.57,1.49,0.24,0.22627417,0.48,0.283333333,0.6814172,0.674956848,6.3166,6.422366667,0.3173,0.299153309,0.6346,2.422833333,0.691884986,0.62019669,2,4.666666667,0.666666667,5.333333333,0.38
Rh0.04Ru0.96,2,1.34,1.3308,0.01,0.003919184,0.02,1.2228,0.693119334,0.169773875,101.988,101.14344,0.918,0.359781053,1.836,92.91096,0.69310667,0.17015313,8.5,8.04,0.5,0.195959179,1,7.32,0.691416078,0.182836587,2.24,2.2032,0.04,0.015676734,0.08,2.0208,0.692987733,0.172350383,7.4097,7.364436,0.0492,0.019282383,0.0984,6.767724,0.693125136,0.169571336,1,7.04,0.875621891,2.96,0.38
Ir0.4Os0.3Rh0.3,3,1.35,1.351,0.008164966,0.008306624,0.02,0.142,1.098593999,1.088114481,161.7843333,164.8276,41.64117069,40.54555012,89.311,46.015,1.062798091,1.036676383,8.666666667,8.7,0.471404521,0.458257569,1,1.2,1.097112895,1.083522267,2.226666667,2.224,0.037712362,0.036660606,0.08,0.22,1.098469425,1.090006547,8.288033333,8.35593,0.624768716,0.626731178,1.5081,1.34913,1.095742159,1.077631658,2,7,0.378378378,3,0.37
Cr0.39V0.61,2,1.285,1.2927,0.035,0.034142496,0.07,0.3177,0.692776198,0.662635434,51.469,51.35306,0.527,0.514088432,1.054,10.79618,0.693094759,0.670882188,5.5,5.39,0.5,0.487749936,1,0.71,0.689009238,0.684446122,1.645,1.6417,0.015,0.014632498,0.03,0.3469,0.693105606,0.670653029,6.75635,6.754117,0.01015,0.009901324,0.0203,1.476247,0.693146052,0.669066852,1,3.78,0.701298701,6.22,0.37
Pt1Sn1,2,1.395,1.395,0.015,0.015,0.03,0.015,0.693089369,0.693089369,156.897,156.897,38.187,38.187,76.374,38.187,0.663228496,0.663228496,7,7,3,3,6,3,0.598269589,0.598269589,2.12,2.12,0.16,0.16,0.32,0.16,0.690296482,0.690296482,8.1513,8.1513,0.8074,0.8074,1.6148,0.8074,0.688233509,0.688233509,2,9.5,0.5,0.5,0.37
Hf0.99Zr0.01,2,1.58,1.5604,0.02,0.00397995,0.04,1.5284,0.693067063,0.057164463,134.857,177.61734,43.633,8.682857369,87.266,175.79286,0.639851061,0.032197034,4,4,0,0,0,3.92,0.693147181,0.056001534,1.315,1.3003,0.015,0.002984962,0.03,1.2737,0.693082121,0.057048485,6.7295,6.823188,0.0956,0.01902416,0.1912,6.69051,0.69304627,0.054722839,2,2,0.111982083,8,0.37
Ni2Hf1Al1,3,1.413333333,1.3725,0.127104506,0.130838641,0.31,0.2675,1.094536435,1.066150265,88.055,80.7145,65.24448278,57.9161525,151.508,37.877,0.832136903,0.902943782,5.666666667,6.75,3.091206165,3.269174208,7,4.25,0.958691859,0.749330948,1.606666667,1.6825,0.249042611,0.252524751,0.61,0.63,1.086512981,0.981230837,6.8169,7.022625,0.675267567,0.684805112,1.654,2.32345,1.093690979,1.00441636,3,4.5,0.43902439,5,0.37
Ni0.031Ru0.969,2,1.29,1.32752,0.04,0.01386541,0.08,1.25002,0.692666363,0.13191434,79.8815,99.756313,21.1885,7.3446811,42.377,96.117347,0.657544048,0.09110523,9,8.062,1,0.346635255,2,7.442,0.686961577,0.162992916,2.055,2.19101,0.145,0.050262112,0.29,2.07259,0.690655782,0.124240228,7.50015,7.3691583,0.13965,0.048407613,0.2793,6.8954907,0.692973825,0.142099025,2,7.031,0.8721161,2.969,0.36
Co0.3Sc0.7,2,1.43,1.502,0.18,0.164972725,0.36,0.752,0.685203979,0.561969133,51.9445,49.1491,6.9885,6.405066049,13.977,13.7893,0.684069466,0.653256755,6,4.8,3,2.749545417,6,0.6,0.562335145,0.685314207,1.62,1.516,0.26,0.238293936,0.52,0.388,0.680212178,0.660028118,7.22125,6.95735,0.65975,0.604670863,1.3195,2.22875,0.68896782,0.640921102,1,2.8,0.583333333,7.2,0.35
Fe0.02Sc0.05Zr0.93,3,1.483333333,1.5933,0.172111075,0.050518412,0.37,1.4632,1.091672423,0.279478834,64.00833333,88.20302,19.75115126,11.08799097,46.268,83.72142,1.052692655,0.186254945,5,4.03,2.160246899,0.607536007,5,3.57,1.009613758,0.324468358,1.506666667,1.3415,0.228958997,0.070091012,0.5,1.2003,1.087413453,0.324267533,7.0326,6.65565,0.615751286,0.178804,1.3409,6.011479,1.094850551,0.307493736,2,2.03,0.503722084,7.97,0.35
Ir0.165Rh0.165Os0.67,3,1.35,1.34495,0.008164966,0.007615609,0.02,0.67505,1.098593999,0.866356741,161.7843333,176.149395,41.64117069,32.5667372,89.311,110.47461,1.062798091,0.768319272,8.666666667,8.33,0.471404521,0.470212718,1,3.875,1.097112895,0.898539473,2.226666667,2.2132,0.037712362,0.029694444,0.08,1.111,1.098469425,0.86842767,8.288033333,8.3638675,0.624768716,0.445929633,1.5081,4.4228755,1.095742159,0.853124826,2,6.495,0.324425574,3.505,0.35
Ni0.22V0.78,2,1.285,1.3046,0.035,0.028997241,0.07,0.7546,0.692776198,0.515004889,54.8175,52.64722,3.8755,3.210823099,7.751,26.8223,0.690645975,0.557071884,7.5,6.1,2.5,2.071231518,5,1.7,0.636514168,0.65379455,1.77,1.6916,0.14,0.115988965,0.28,0.8512,0.690015819,0.560574822,7.193,6.942792,0.4468,0.370170497,0.8936,3.58128,0.691216743,0.553473048,1,4.1,0.672131148,5.9,0.35
P1Pd3,2,1.265,1.3225,0.115,0.099592921,0.23,0.7475,0.689009238,0.523586337,68.697,87.5585,37.723,32.66907631,75.446,72.0715,0.533706533,0.298908988,7.5,8.75,2.5,2.165063509,5,6.25,0.636514168,0.410116318,2.195,2.1975,0.005,0.004330127,0.01,1.1025,0.693144586,0.561395819,9.4118,8.87435,1.0749,0.930890707,2.1498,3.631,0.68661123,0.60693501,1,7.5,0.857142857,0,0.35
Pt2Sr1,2,1.765,1.636666667,0.385,0.362981481,0.77,0.203333333,0.669164418,0.685409881,141.352,159.2626667,53.732,50.65901542,107.464,100.8493333,0.619049031,0.476490346,6,7.333333333,4,3.771236166,8,6,0.450561209,0.304636097,1.615,1.836666667,0.665,0.626968013,1.33,1.203333333,0.605797499,0.45969302,7.3268,7.870766667,1.6319,1.538570075,3.2638,4.074166667,0.668133531,0.552440427,2,6,0.36,1.333333333,0.35
Nb5Si3,2,1.3,1.3325,0.13,0.125871959,0.26,0.455,0.688138814,0.63365924,60.496,68.5985,32.41,31.38084756,64.82,47.534,0.541838519,0.428791696,4.5,4.625,0.5,0.484122918,1,1.625,0.686961577,0.630086145,1.75,1.7125,0.15,0.145236875,0.3,0.2875,0.6894692,0.678987838,7.4553,7.2812,0.6964,0.674286401,1.3928,1.167425,0.688778094,0.680238016,2,2.5,0.540540541,7.5,0.345
Pd0.72W0.28,2,1.375,1.3772,0.005,0.004489989,0.01,0.61,0.693140569,0.591565457,145.13,128.0976,38.71,34.76149379,77.42,25.1472,0.657141441,0.673752103,8,8.88,2,1.795995546,4,5.52,0.661563238,0.485045143,2.28,2.2448,0.08,0.071839822,0.16,0.9232,0.69253148,0.606017581,8.10045,8.204488,0.23645,0.212331573,0.4729,3.800648,0.6927211,0.581640826,2,8.32,0.65,1.68,0.345
Al2Pt1,2,1.405,1.413333333,0.025,0.023570226,0.05,0.493333333,0.692988866,0.63092528,111.033,83.016,84.051,79.24404275,168.102,47.04,0.36991176,0.522675157,6.5,5.333333333,3.5,3.299831646,7,1.333333333,0.540204142,0.661563238,1.945,1.833333333,0.335,0.315841029,0.67,0.313333333,0.678240253,0.678470276,7.47225,6.976766667,1.48645,1.4014385,2.9729,1.0043,0.673228121,0.682750413,3,3,0.3,0.333333333,0.343333
B0.057Si0.943,2,1,1.15062,0.17,0.07882649,0.34,1.056,0.678626762,0.171477814,19.4485,27.101325,8.6375,4.005081244,17.275,25.868871,0.590996396,0.108511278,3.5,3.943,0.5,0.231842619,1,3.601,0.682908105,0.178503927,1.97,1.90798,0.07,0.032457967,0.14,1.67542,0.692515751,0.229557206,8.22485,8.1600391,0.07315,0.033918575,0.1463,7.2140671,0.69310763,0.221327395,1,0,0,0,0.34
Ir0.9Re0.1,2,1.365,1.361,0.005,0.003,0.01,1.087,0.693140472,0.326533526,189.212,191.616,3.005,1.803,6.01,154.3746,0.693021062,0.318835931,8,8.8,1,0.6,2,7.4,0.685314207,0.277657808,2.05,2.17,0.15,0.09,0.3,1.79,0.690467809,0.29685029,8.40025,8.85365,0.56675,0.34005,1.1335,7.28695,0.69086947,0.299001401,2,6.8,0.298245614,3.2,0.34
Au5Ca1,2,1.705,1.528333333,0.265,0.197519338,0.53,0.871666667,0.681019575,0.520287399,118.5225,170.8188333,78.4445,58.46907815,156.889,157.4595,0.454413896,0.165085464,6.5,9.5,4.5,3.354101966,9,8.833333333,0.429323022,0.152005311,1.77,2.283333333,0.77,0.573924114,1.54,1.95,0.595285833,0.261312233,7.66935,8.706783333,1.55615,1.159885728,3.1123,6.66905,0.672418317,0.360944938,2,8.333333333,0.393700787,0,0.34
Ag3.3Al1,2,1.435,1.437674419,0.005,0.004224628,0.01,0.77255814,0.69314111,0.540862468,67.425,89.05730233,40.443,34.17132928,80.886,76.50753488,0.500525762,0.254824485,7,9.139534884,4,3.379702721,8,7.744186047,0.519579839,0.269727805,1.77,1.855581395,0.16,0.135188109,0.32,1.106744186,0.689055927,0.502859697,6.781,7.206339535,0.7952,0.671884901,1.5904,4.422246512,0.686255343,0.490786571,2,7.674418605,0.839694656,0,0.34
Co0.28Y0.72,2,1.53,1.6532,0.28,0.251439376,0.56,0.9532,0.676306737,0.516214315,73.9195,80.51356,14.9865,13.45784362,29.973,47.51108,0.6724521,0.50718824,6,4.68,3,2.693993318,6,0.36,0.562335145,0.690185676,1.55,1.4048,0.33,0.296339265,0.66,0.352,0.67030889,0.661417614,7.04915,6.683136,0.83185,0.746999447,1.6637,2.269776,0.686168087,0.634310498,2,2.68,0.572649573,7.32,0.34
Ir0.73Os0.17Ru0.1,3,1.343333333,1.3536,0.012472191,0.010818503,0.03,0.8598,1.098569238,0.755243084,161.1723333,182.76451,42.50650849,27.24149743,91.147,130.21141,1.060917186,0.669452718,8.333333333,8.73,0.471404521,0.443959458,1,5.77,1.09703239,0.722575195,2.2,2.2,0,0,0,1.386,1.098612289,0.761230016,8.255233333,8.716454,0.668489922,0.492796035,1.6065,5.80986,1.095293506,0.720733431,2,6.83,0.320206282,3.17,0.34
Cr0.1Ru0.9,2,1.29,1.322,0.04,0.024,0.08,1.072,0.692666363,0.312948719,76.533,96.1626,24.537,14.7222,49.074,85.7634,0.64083403,0.210331676,7,7.8,1,0.6,2,6.6,0.682908105,0.271189373,1.93,2.146,0.27,0.162,0.54,1.814,0.683329512,0.272256926,7.0635,7.3011,0.297,0.1782,0.594,5.9478,0.692262939,0.308689919,2,6.8,0.871794872,3.2,0.34
Co1Y3,2,1.53,1.67,0.28,0.242487113,0.56,1.045,0.676306737,0.482028326,73.9195,81.41275,14.9865,12.97868971,29.973,51.94625,0.6724521,0.472860876,6,4.5,3,2.598076211,6,0,0.562335145,0.693147181,1.55,1.385,0.33,0.285788383,0.66,0.445,0.67030889,0.640603515,7.04915,6.633225,0.83185,0.720403232,1.6637,2.692725,0.686168087,0.608324601,2,2.5,0.555555556,7.5,0.34
Au0.875Sn0.125,2,1.425,1.43625,0.015,0.009921567,0.03,1.08375,0.693091778,0.372300558,157.8385,187.184875,39.1285,25.88107004,78.257,157.507375,0.662096715,0.276990754,7.5,10.125,3.5,2.315032397,7,9.125,0.579915171,0.196693662,2.25,2.4675,0.29,0.19181697,0.58,1.9775,0.684817856,0.323521858,8.2847,8.9903,0.9408,0.622280708,1.8816,7.154325,0.686685458,0.329691627,2,10,0.423280423,0,0.33
Au0.635Ge0.205Yb0.16,3,1.536666667,1.47695,0.297806798,0.218346508,0.71,0.66225,1.080217406,0.926461028,147.5536667,167.653885,53.86403242,48.99960143,124.327,110.182845,1.024060017,0.731051425,10.33333333,10.365,4.921607687,3.693477359,12,6.165,0.973230914,0.812058741,1.883333333,2.20095,0.594661435,0.523837377,1.44,1.4369,1.045675235,0.743484563,7.793033333,8.4782415,1.215357649,1.102127703,2.9713,4.8575205,1.086292241,0.823830561,3,8.4,0.394273645,0,0.325
Ti1,1,1.45,1.45,0,0,0,0,0,0,47.867,47.867,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1.54,1.54,0,0,0,0,0,0,6.8281,6.8281,0,0,0,0,0,0,1,2,0.5,8,0.324
Pr0.342Th0.658,2,1.815,1.81026,0.015,0.014231388,0.03,0.55854,0.693113029,0.644762774,186.473,200.87154,45.565,43.23021248,91.13,104.490468,0.662988881,0.550972978,4.5,4.342,0.5,0.474379595,1,0.922,0.686961577,0.670429519,1.215,1.24186,0.085,0.080644531,0.17,0.46894,0.69069806,0.620053073,5.88985,6.0215746,0.41685,0.395490268,0.8337,2.2780426,0.690640585,0.619773728,3,1.316,0.303086135,5.264,0.32
Sc0.01Zr0.99,2,1.605,1.6001,0.005,0.000994987,0.01,1.5679,0.693142328,0.056285647,68.09,90.76132,23.134,4.603607874,46.268,89.8622,0.634264928,0.031231179,3.5,3.99,0.5,0.099498744,1,3.93,0.682908105,0.044260002,1.345,1.3303,0.015,0.002984962,0.03,1.3031,0.693084991,0.057024932,6.5977,6.633176,0.0362,0.007203709,0.0724,6.501946,0.693132128,0.055504408,2,1.99,0.498746867,8.01,0.32
Cs1V6S8,3,1.67,1.259333333,0.702329457,0.395043739,1.61,0.378,1.014660171,1.001129698,71.97066667,46.33846667,43.77084278,24.83381379,100.84,11.51646667,0.922650258,1.045489717,4,5.266666667,2.160246899,1.236482466,5,3.133333333,0.918427785,0.725731777,1.666666667,2.080666667,0.73122424,0.570327002,1.79,1.323333333,0.998345626,0.730147524,7.000033333,8.483406667,2.645869211,2.118863119,6.4661,5.26574,1.025824752,0.750303369,3,1.2,0.227848101,5.6,0.32
