formula,Tc
In0.488Na0.025Pb0.488,6
Mg1Co1Ni2.91Co0.09,6
Nb0.85V0.15,6
Nb4Co1Si1,6
C60Yb3.5,6
Y2I0.5Br1.5C2,6
Rh0.53Se0.47,6
Re0.6W00.4,6
Y1Os3B2,6
Zr2Rh1H0.7,6
Ba8Si40Ge6,6
Th0.8Sc1.2C3,6
Yb1Mo6Se8,6
Cu0.14Bi2Te3,6
Zr1V1Ge1,6
Ta25Ti75,6
Ge0.29Nb0.71,6
Mg0.73Sc0.27B2,6
Sn0.24Eu0.8Mo6.35S8,6
Hg1Pb2.3,6
Mg1Al1Si1,6
Cs0.23W1O3,6
Co0.85Ni0.15Zr2,6
Au0.1Sb0.8Te0.1,6
B5Nb1.8Ru0.2,6
Ba6.63Si46,6
Ba1Rh2,6
Ba8Si41Al5,6
Bi0.6Tl0.4,6
Be6Ga1,6
C0.7Nb0.3,6
Hf0.16Ta0.84,5.98
B12Zr1,5.977143
Zr0.993Lu0.007B12,5.97
Nb78Ga18Mn4,5.97
Ag0.7Mo4Se5,5.96
Mg1C1Ni2.985Fe0.015,5.96
Ag0.7Mo3Se4,5.96
Zr2Co0.85Ni0.15,5.96
In0.75Sn0.25,5.95
Rh0.07Zr0.93,5.95
Zr2Co0.9Ni0.1,5.94
Er0.005La0.995,5.94
Mo3P1,5.936667
Y0.74Gd0.26Ni2B2C1,5.935
B1C1Mo2,5.933333
Pb1Te1Yb1S1,5.93
Na0.1Pb0.9,5.93
Ba0.7Rb0.3Ti2Sb2O1,5.93
Ho0.5Dy0.5Ni2B2C1,5.905
Nb5Si2.8B0.2,5.9
Cu1Mo6Se8,5.9
Cu0.7Mo3Se4,5.9
Al3Os1,5.9
B5Nb1.8Zr0.2,5.9
V0.26Zr0.74,5.9
Cs0.005W1O3,5.9
Ca3Co4Ge13,5.9
Rh0.065Zr0.935,5.9
Ti0.1V0.9,5.89
Zr2Co0.85Cu0.15,5.88
Mo6Se6Te2,5.88
Bi1,5.867143
Rh0.06Zr0.94,5.866667
V75Ge20Sb5,5.86
Ba0.85K0.15Ti2Sb2O1,5.86
Hg1Pb2.1,5.85
Ba8Si44Al2,5.85
Mo0.33Re0.67,5.845
Tl1Mo3Te3,5.84
Mo6Se7.7S0.3,5.83
Zr2Co0.8Ni0.2,5.83
Hf0.14Re0.86,5.83
Ge1V3H0.033,5.83
Ir1Mo3Nb1Pt1,5.82
Hf1Os1P1,5.815
Y1Pt1.5Au0.6B2.4C1.2,5.8
Co0.002Mo0.815Re0.185,5.8
Rh0.005Zr1,5.8
Y2I0.4Br1.6C2,5.8
Al2Ca1Si1,5.8
Hg1Pb2,5.8
K0.4Mo1S2,5.8
Mo5Si1B2,5.8
Mo8P5,5.8
Mo1.94Hf0.06B1C1,5.8
Ru0.465V0.535,5.8
Y0.8La0.2B6,5.8
Ge1H0.005V3,5.8
Ga1Ta4Se8,5.8
Y3Os8B6,5.8
Pb0.6Tl0.4,5.8
Bi1Cu0.9S1O1,5.8
Be5Ga1,5.8
W5Si1B2,5.8
Mg9.3Ir19B16.7,5.8
Zr2Co0.95Ga0.05,5.79
Ag1Sn1Se1.8S0.2,5.79
Sr1Pt2.1Pd0.9P1,5.78
Re3Ta1,5.765
Zr1P1.5Se0.5,5.76
Nb0.8V0.2,5.76
Ca3Co4Sn13,5.75
Ba8Si43Al3,5.75
Tc0.3W0.7,5.75
Ba1Bi3,5.745
Ti1Re1O1,5.74
Re0.75Ta0.25,5.74
O1Re1Ti1,5.74
K0.9La0.1Bi1O3,5.74
Mo0.96Zr0.04B2,5.74
Zr2Co0.9Ga0.1,5.72
Nb0.405Ta0.595,5.72
Re1Ti1O5,5.71
Y0.7Tb0.3Ni2B2C1,5.71
Hf0.61Ta0.39,5.71
Ba0.6Rb0.4Ti2Sb2O1,5.71
Cu20Sn80,5.71
Zr2Ru3Si4,5.7
Be8Ga1,5.7
Ta0.96Zr0.04,5.7
Hg1Pb1.8,5.7
Mo0.38Re0.62,5.7
Nb0.88V0.12,5.7
Ir2Sr1,5.7
Mo6Se5Cl3,5.7
Y1Ni1.7Mn0.3B2C1,5.7
Al0.2B5Mo1.8,5.7
Hg1Sm0.5Pb2,5.7
Ba0.2Mo1S2,5.7
Ru0.1Zr0.9,5.7
Be22Ga1,5.7
As1Ga1,5.7
Bi3Sr1,5.7
B0.69Mg0.31,5.7
B6Y1,5.692857
Mo5.6Ru0.4Se8,5.69
Sc0.01V0.99,5.67
Zr0.985Lu0.015B12,5.67
Os0.07Zr0.93,5.66
Zr0.984Lu0.016B12,5.65
Os0.06Zr0.94,5.65
Mo0.62Os0.38,5.65
In0.75Pb0.25,5.65
Rh0.03Zr0.97,5.626667
Na1Pb3,5.62
La0.9Th0.1,5.62
Sb1Ti3,5.611667
Nb0.29Re0.71,5.61
Mo0.35Re0.65,5.6
Ba8Si40Al6,5.6
Be13Ga1,5.6
Mo1.86Ta0.14B1C1,5.6
Hf1Tc2,5.6
Ba0.67Pt3B2,5.6
Ti1N1,5.6
Sr0.8Mo1S2,5.6
C0.78N0.22Th1,5.6
Nb0.84S0.16,5.6
Mg2Pb1,5.6
Ca1Al0.8Ga0.2Si1,5.6
Gd1.2Mo6Se8,5.6
C1Hf0.4Nb0.6,5.6
Cr0.1Ti0.3V0.6,5.6
V3Ga0.5Sn0.5,5.6
C14H10Sr1.5,5.6
Mg1C1Ni2.934Ru0.066,5.6
Mg2Nb1,5.6
Zr1Ru1P0.6B0.4,5.6
Mo0.72Pt0.28,5.6
Nb0.92Sn0.08,5.6
Ga0.05Nb1Se2,5.6
Mo1S2Sr0.2,5.6
Hf0.1Ta0.9,5.6
La0.99Lu0.01,5.595
V2.79Mo0.21Si1,5.59
Bi1In2,5.584
Nd0.2Sm0.8Bi1S2F0.3O0.7,5.58
Ti0.03V0.97,5.58
Nd0.2Sm0.8F0.3Bi1S2O0.7,5.58
Mo0.15Nb0.85,5.575
Ti0.576V0.384Ru0.04,5.57
Ca1Al0.9Si1.1,5.57
Ag0.92Sn1.08Se2,5.57
Nd1Bi0.94Pb0.06S2F0.3O0.7,5.56
Ta0.2Zr0.8,5.56
Zr2Co0.85Ga0.15,5.56
Bi0.343In0.657,5.55
Pb0.52Tl0.48,5.54
Nb78Ga16Mn6,5.53
Ga1,5.527455
H0.938Pd1,5.523
Nd0.6Sm0.4F0.3Bi1S2O0.5,5.52
Rh17S15,5.52
Li0.28Cs1Ca2Nb3O10,5.51
Nd0.4Sm0.6Bi1S2F0.5O0.5,5.51
Eu0.0028La0.9972,5.51
V2Nb1Sn1,5.5
Nb1Sn1V2,5.5
V0.65Ge0.15Al0.2,5.5
V50Ti40Zr10,5.5
Y2I0.25Br1.75C2,5.5
N0.48Nb1,5.5
Rb0.19W1O3,5.5
V0.65Ge0.25Al0.1,5.5
Pd0.5Bi2Te3,5.5
Ir0.287O0.14Ti0.578,5.5
La0.99Yb0.01,5.5
La1Ni1Bi1O1,5.5
Nb0.25Sn0.25V0.5,5.5
Th1.6Ho0.4C3,5.5
Li0.45Nb1O2,5.5
Cu3Mo6S8,5.5
La0.99Y0.01,5.5
Al1Ge1,5.5
B5Mo1.7V0.3,5.5
Ir0.1Zr0.9,5.5
In3Sn1,5.5
H0.5Li1Nb1O2,5.5
Ir0.287O0.14Ti0.573,5.5
C0.2N0.8Nb0.8V0.2,5.5
C1Hf0.3Mo0.7,5.5
Ge0.72Nb3.28,5.5
H0.3Li1Nb1O2,5.5
C3Ho0.4Th1.6,5.5
Cr34.9Ga25V40.1,5.48
Nb0.4Ta0.6,5.47
Nb0.1Hf0.9N1,5.47
Li2Pd2.4Pt0.6B1,5.47
Zr2Co1,5.47
V75Ge20Sn5,5.46
H0.51Mo0.1Nb0.765Pd0.135,5.46
Mg1C1Ni2.98Fe0.02,5.46
Zr33.3V39.3Nb27.4,5.45
Mo6Se7.5S0.5,5.45
Nd1Bi1S2F0.9O0.62,5.44
La0.2Sm0.8Bi1S2F0.5O0.5,5.43
Mo5.5Ru0.5Se8,5.43
Zr23V45.5Nb31.5,5.42
Ti0.01V0.99,5.42
Zr2Co0.8Cu0.2,5.41
Ru0.5W0.5,5.41
Li0.34K1Ca2Nb3O10,5.405
C60Tb2.75,5.4
Zr1Ru1P0.8B0.2,5.4
La0.95Y0.05,5.4
C3Sc1.4Th0.6,5.4
Ca2Al2.39Si4.61,5.4
Th0.6Sc1.4C3,5.4
In0.71V6S8,5.4
Th1.8Ho0.2C3,5.4
Li0.34Cs1Ca2Nb3O10,5.4
C3Ho0.2Th1.8,5.4
La0.8Th0.2Ni1C2,5.4
Yb1O0.5F0.5Bi1S2,5.4
Ti45Nb40Si12B3,5.4
V0.55Ge0.1Al0.35,5.4
Pb1Mo6S6Se2,5.4
C14H10Ba1.5,5.4
Al13Os4,5.4
Mo6.3Pb1S6Se2,5.4
Hf0.08Ta0.92,5.38
Nd0.4Sm0.6Bi1S2F0.3O0.7,5.38
Os0.05Zr0.95,5.38
Nd1Bi0.97Pb0.03S2F0.3O0.7,5.37
S1.005Sc1,5.37
Co1Zr2,5.352857
Zr1Os1P1,5.3525
Nd1Bi0.96Pb0.04S2F0.3O0.7,5.35
La1,5.343
Zr1P1.1Se0.9,5.34
Zr33.3V56.7Nb9.9,5.34
Bi0.1Sn0.9,5.34
Ba0.9Rb0.1Ti2Sb2O1,5.33
Ir1Mo1,5.325
Mo0.5Pt0.05Re0.45,5.32
Nb0.85W0.15,5.32
Nd0.6Sm0.4Bi1S2F0.5O0.5,5.32
Ti0.564V0.376Fe0.06,5.32
Nb0.37Ta0.63,5.31
Er0.01La0.99,5.305
Ag0.15Bi0.85,5.3
Tc0.44Th0.56,5.3
Yb1Bi1S2F0.5O0.5,5.3
Nb55Mo25Si20,5.3
Nb0.1Ti0.4V0.5,5.3
Ti0.75V0.25,5.3
Li0.46Cs1Ca2Nb3O10,5.3
Ga1V1.95,5.3
La1.14Nb2Se5.14,5.3
Nb49.8Zr24.45Mo25.75,5.3
Ba1Si2,5.3
Ba4Sr4Si46,5.3
Bi0.15In0.85,5.3
Ga0.1Ge0.9,5.3
Mo0.75Pt0.15Re0.1,5.3
Ge0.22Nb1,5.3
Zr2Co0.8Ga0.2,5.29
La0.9974Tb0.0026,5.28
Ta0.17Zr0.83,5.28
Nb1Re3,5.27
La0.99Pr0.01,5.265
B2.03Nb1,5.26
Nd1Bi1S2F0.4O0.6,5.25
Mo0.202Zr0.798,5.25
Sr1Pt4Ge12,5.25
Ag0.95Sn1.05Se2,5.245
La1Bi1Se1S1F0.5,5.24
Nd1Bi1S2F0.7O0.63,5.24
V1,5.22
Bi3.9Co0.1S3O4,5.215
Nd0.6Sm0.4F0.3Bi1S2O0.7,5.21
Ca1Al1.2Si0.8,5.21
Be22Tc1,5.21
Hf1Re2,5.203333
Na2Rb0.75Cs0.25C60,5.2
Nd1Bi1S2F0.29O0.71,5.2
Th1.4Ho0.6C3,5.2
Nd0.8Sm0.2F0.3Bi1S2O0.5,5.2
Sb0.66Tl0.33,5.2
Sb2Tl7,5.2
Sb0.28Tl0.72,5.2
Re0.52W0.48,5.2
Ru0.58W0.42,5.2
Nb5Zr2Be8,5.2
Lu2Sn1C1,5.2
Mo1Os2,5.2
Ba6Ca2Si46,5.2
Ho0.0105La0.9895,5.2
La0.1Sm0.9Bi1S2F0.5O0.5,5.2
Mg4Al1Si3,5.2
Ba0.47K0.53Bi0.985Pr0.015O3,5.2
Bi0.9Sb0.1,5.2
Be8Nb5Zr2,5.2
Ge0.02Nb0.98,5.2
C3Ho0.6Th1.4,5.2
Rh0.94Se2,5.19
Ba1Pt3.5Au0.5Ge12,5.19
Nd0.6Sm0.4Bi1S2F0.3O0.7,5.19
Ir1Ti3,5.185
Ho0.01La0.99,5.18
N1Ti1,5.175
Os0.1Zr0.9,5.17
Ba1Pt4Ge12,5.17
Nd1Bi0.98Pb0.02S2F0.3O0.7,5.17
Mg1C1Ni2.975Fe0.025,5.17
Ru0.46V0.54,5.16
Os0.5V0.5,5.15
Nb0.3Ta0.7,5.15
Cr0.0018V0.9982,5.15
La0.8Th0.2,5.15
Li0.68Nb1O2,5.15
Zr2Co0.7Ni0.3,5.14
Ba0.9K0.1Ti2Sb2O1,5.13
Nb55Rh45,5.13
Mo0.97Fe0.03Ga4,5.13
Nd1Bi1S2F0.2O0.8,5.12
La0.3Sm0.7Bi1S2F0.5O0.5,5.12
Ba0.85Na0.15Ti2Sb2O1,5.11
Nd0.8Sm0.2Bi1S2F0.5O0.5,5.11
Ge0.2La0.8,5.1
V0.749Sb0.157Al0.094,5.1
Rb0.14W1O3,5.1
Zr2Co0.75Ga0.25,5.1
Nb3Rh0.7Pt0.3,5.1
B1W1.26Re0.74,5.1
Tc0.75Ti0.25,5.1
Ti1Rh1Si1,5.1
Sr2Y1Ru0.96Cu0.04O6,5.1
Ti45Nb40Si15,5.1
Mo2N1,5.1
Bi3S3O3,5.1
Cr0.56Re0.44,5.1
V2.52Mo0.48Si1,5.1
Al0.03Ti0.81V0.16,5.1
Hg1Sn6,5.1
In0.85Pb0.15,5.1
Bi2F0.6S2O0.4,5.1
Mg0.23Al0.77B2,5.1
Nb1Re1Si1,5.1
Nb2.55V0.45Au1,5.1
B1Mo1Re1,5.09
Sr1Pt2As2,5.083333
Y2C2Br1I1,5.08
Re0.4W0.6,5.08
Cu1.2Rh1.8S4,5.08
Ca1Ir2,5.075
Cr0.0033V0.9967,5.07
Si1,5.062857
Ba1Pt3.75Au0.25Ge12,5.05
Hg0.06Sn0.94,5.05
Bi0.1In0.9,5.05
Bi10.1In0.9,5.05
Y2Br2C2,5.05
Sr0.2Mo1S2,5.05
Sr1Ga1.1Si0.9,5.04
Os0.55V0.45,5.04
In0.88Sn0.12,5.03
Co7.32Ga25V67.68,5.03
Y2C2Br2,5.03
Mo6Se7.3S0.7,5.03
Rb0.19W1O3.001,5.02
Se1,5.016667
Sr3Ir4Sn13,5.016667
Ba0.75Na0.25Ti2Sb2O1,5.015
Rb0.23W1O3.05,5.01
Ti50Nb35Si15,5
Sr1Ga1Si1,5
Mo8.75Zr91.25,5
Mo0.725Nb0.061Re0.187,5
Mo1.905Hf0.095B1C1,5
Hf1V1.7Fe0.3,5
Nb60Mo20Si20,5
Ti56Nb30Si14,5
C2Na1,5
Sr0.2Mo1Se2,5
Nb80Ga15Mn5,5
Th3Ni5C5,5
Rh0.05Zr0.95,5
Nb2S1C0.9,5
Ti55Nb30Si12B3,5
Rh0.035Zr0.965,5
Pb1Mo6Se7.55,5
Bi2S2F0.5O0.5,5
C1Re0.06W1,5
Ba6.62Si46,5
Ba8Si37Ge9,5
C0.9Nb1,5
C1Hf0.9Ta0.1,5
Y1Pd2Sn1,4.993333
Zr1P1.4S0.6,4.99
Zr2Co0.7Ga0.3,4.97
Hf1P1.5S0.5,4.97
Rb0.16W1O3,4.95
Sb2Te3,4.942
Nb0.92Ta0.71,4.94
Ce0.005La0.995,4.935
Ba1Ge2,4.93
Pb1Mo6S2Se6,4.92
Nb0.31Re0.69,4.92
Cu0.005V0.995,4.92
H0.28Mo0.15Nb0.68Pd0.17,4.92
La0.99Nd0.01,4.915
Mo13Zr87,4.91
Zr2Co0.75Ni0.25,4.91
Mo0.07Zr0.93,4.91
Cu30Sn70,4.91
Bi1Sn1,4.9
Ti55Nb30Si15,4.9
Ge0.55Nb3.45,4.9
In1Nb3,4.9
Li2B1Pd2.4Pt0.6,4.9
Mg1C1Ni2.967Fe0.033,4.9
Pd0.165Sb0.835,4.9
Nb0.69V0.31,4.9
Pd2Sn1Y1,4.9
Nb0.04Zr0.96,4.9
Ta0.0082V0.9918,4.9
Re0.7W0.3,4.9
Pd16.5Sb83.5,4.9
Nb1.5Mo1.5Al1,4.9
Nd0.8Sm0.2Bi1S2F0.3O0.7,4.9
Bi2Se3,4.898
Zr2Co0.75Cu0.25,4.89
La0.7Th0.3,4.88
Ir45Nb55,4.88
Hf1V2H1,4.87
Nb1.05Se2,4.86
Nd1Bi0.99Pb0.01S2F0.3O0.7,4.85
Sn0.7Mo3Se4,4.85
Zr1P1.25S0.75,4.85
Pd0.074Ti0.926,4.85
Fe0.008La0.992,4.85
Cu0.67Nb2S2C1,4.85
Bi4S3O4,4.846
Ru0.4W0.6,4.835
Nd1Bi0.9Pb0.1S2F0.3O0.7,4.83
Cr0.1Nb0.9,4.83
H0.46Mo0.1Nb0.72Pd0.18,4.82
Sr1Pt1.8Pd1.2P1,4.82
Al0.005V0.995,4.82
La1Bi1S2F0.5O0.5,4.817059
Sc5Co4Si10,4.81
Na0.346Co1H2.6O3.3,4.81
La2.85Pr0.15Se4,4.81
Nb0.8Ru0.2,4.8
C1Ta0.4Ti0.6,4.8
Pb0.35Sn0.35In0.3Te1,4.8
C13La1,4.8
Ti54Nb30Si16,4.8
Ti60Nb25Si15,4.8
Pb1.14Nb3Se7.14,4.8
Pd0.15Zr0.85,4.8
Nb70Mo10Si20,4.8
Rb2Cr3As3,4.8
Na0.2Ba6Si46,4.8
Cr2Re3B1,4.8
Cr0.01V0.99,4.8
Mg10.5Ir19B17.1,4.8
C1Hf0.5Nb0.5,4.8
Nb4.4Re1,4.8
Nd1F0.7Bi1S2O0.7,4.78
Zr0.926Lu0.074B12,4.78
Ca1Al0.7Ga0.3Si1,4.78
Cr0.0081V0.9919,4.78
Ga1Sb1,4.78
La2.4S4Y0.6,4.77
Zr0.935Lu0.065B12,4.77
Nb0.14Ta0.86,4.76
Si0.005V0.995,4.75
Ir1.05Nb0.95,4.75
Bi2Cs1,4.75
B1Re3,4.75
Sr1Ga1.2Si0.8,4.75
Sr1Al1Si1,4.75
Nd0.8Sm0.2F0.3Bi1S2O0.7,4.745
Cu0.01V0.99,4.74
Mo6.86Zr93.14,4.74
Sr1Ga0.9Si1.1,4.73
Pd0.18Ti0.82,4.73
Ti0.564V0.376Ru0.06,4.72
Mg1C1Ni2.9Ru0.1,4.72
Pb3Y1,4.72
Li0.62Cs1Ca2Nb3O10,4.71
Pd0.2Ti0.8,4.71
V75Ge12.5Sb12.49,4.71
Ge1Ir1,4.7
V2.808Re0.192Si1,4.7
Nb80Si16Ge4,4.7
Y1Re1B1C1,4.7
Y2Br1.75Cl0.25C2,4.7
Ti52Nb30Si18,4.7
B12Y1,4.7
Ti0.775V0.225,4.7
Fe0.08Nb0.05Ti0.87,4.7
Na0.33Ta1S2,4.7
Os2Y1,4.7
Na0.35Co1H1.4O2,4.7
Na0.35H2.77Co1O3.3,4.7
Nb80Si16B4,4.7
Ir0.93Te2,4.7
Na0.25Co1H2.6O3.3,4.7
Ag0.12In0.88,4.69
Ce0.1Nd0.9Bi1S2F0.5O0.5,4.68
Nb0.8W0.2,4.68
Ir0.95Te2,4.68
Ce0.1Nd0.9F0.5Bi1S2O0.5,4.68
Mo32Ru48P20,4.68
Nb2S1C0.85,4.68
Ir1.15Nb0.85,4.675
Pb0.4Tl0.6,4.67
Nb0.16Ta0.84,4.67
La0.5Th0.5Sn3,4.67
Si0.01V0.99,4.66
Nd0.4Sm0.6F0.3Bi1S2O0.7,4.66
H0.75Nb0.85Pd0.15,4.66
Na0.35Co1H2.6O3.3,4.66
Nd1F0.5Bi1S2O0.5,4.656667
Ag1Sn1Se2,4.655
Nb0.17Ta0.83,4.65
Bi0.05In0.95,4.65
Fe9.92Ga25V65.08,4.65
Al0.18La0.82,4.65
Nd0.8Sm0.2Bi1S2F0.7O0.3,4.65
Ce0.0007La0.9993,4.65
La0.98Lu0.02,4.643
La98Lu2,4.643
Pd0.05Ti0.95,4.64
Zr0.8Mo0.2,4.64
Nb0.2Ta0.8,4.64
Nd1Bi1S2F0.3O0.7,4.64
Ta1Rh1P1,4.635
Si3Y1,4.63
Mo0.815Pt0.185,4.62
Nb41.25Ta13.75Rh45,4.615
Th1Er1C3,4.6
Y0.65Tb0.35Ni2B2C1,4.6
Nb2.49V0.51Au1,4.6
V50Ti40Ta10,4.6
Ba1Ti2Bi2O1,4.6
Ti70Nb15Si15,4.6
P0.95Zr1,4.6
Zr24.3V48.5Nb27.2,4.6
Au16.7Pd16.6Te66.7,4.6
Nb3Rh0.7Au0.3,4.6
Re0.25W0.75,4.6
Au0.167Pd0.166Te0.667,4.6
Os2Sc1,4.6
Pb3Zr5,4.6
C3Er1Th1,4.6
Ca1Al1.4Si0.6,4.6
Mo1.7Ta0.3B1C1,4.6
B2Nb1,4.5975
Na0.75Co0.9995Ir0.0005H2.6O3.3,4.59
Pb1S1Pb1Se1,4.59
Nd1Bi1S2F0.5O0.5,4.583333
Nd0.6Sm0.4Bi1S2F0.7O0.3,4.58
Nb0.15Ta0.85,4.58
Tl2Mo6Se6,4.575
Cr0.0132V0.9868,4.57
Sn0.005V0.995,4.57
Sc2Fe3Si5,4.57
Mo0.8Pt0.2,4.56
Na0.3Co1H2.6O3.3,4.5575
La1Bi1S2F0.9O0.54,4.55
B2Nb0.8,4.55
Cu1.5Rh1.5S4,4.55
V50Ti45Ta5,4.55
Nb0.1Ta0.9,4.55
Pd2Y1Sn1,4.55
Ta0.0355V0.9645,4.55
V2.4Mo0.6Si1,4.54
Nb0.08Ta0.92,4.54
N0.8V1,4.54
Na0.75Co1H2.6O3.3,4.533333
Ru0.47V0.53,4.53
Pb0.928Sn0.232Ti2Se5.16,4.53
Mo0.81Pt0.19,4.53
Re0.76V0.24,4.52
Co0.007V0.993,4.52
Ba1Ti2Sb0.4Bi1.6O1,4.52
Y0.75Gd0.25Ni2B2C1,4.52
Ca1Al0.6Ga0.4Si1,4.51
V50Ti49Ta1,4.51
Sn0.6In0.4Te1,4.51
Nb0.037Ta0.963,4.51
V50Ti49.5Ta0.5,4.505
S1.1Zr1,4.5
Nd1Bi1S2F0.7O0.3,4.5
P1Zr3,4.5
Nd1F0.5Bi0.84S2O0.5,4.5
Nb0.9Mg0.1B2,4.5
Y2Al1Ge3,4.5
Mg0.9Zn0.1C0.98Ni3,4.5
Mg0.9Zn0.1C1Ni3,4.5
Nb80Si16C4,4.5
Na0.33H2.86Co1O3.42,4.5
Ba0.47K0.53Bi0.979Pr0.021O3,4.5
Nb0.75Mg0.25B2,4.5
Au0.075Sb0.85Te0.075,4.5
C1Hf0.6Nb0.4,4.5
Nb0.32Re0.68,4.5
Ca1Al1.3Si0.7,4.5
La0.99Sm0.01,4.5
Au0.2B5Mo1.8,4.5
Ba0.6K0.4Bi0.925Pr0.075O3,4.5
Nb0.9Re0.1,4.5
N0.34Re1,4.5
Na0.3Co1H2.8O3.4,4.5
Ir0.85Rh0.1Te2,4.49
Zr1V1.7Fe0.3,4.49
Tc0.65V0.35,4.49
Al0.01V0.99,4.49
Er0.03La0.97,4.49
Na0.28Co1H2.6O3.3,4.48
Mo6Se7S1,4.48
Ce0.2Nd0.8Bi1S2F0.5O0.5,4.48
Ir0.28W0.72,4.475
Nb0.016Ta0.984,4.47
Ta0.1V0.9,4.47
Mo0.04Zr0.96,4.47
Nb0.04Ta0.96,4.47
Nb0.025Ta0.975,4.465
Sn1V3,4.4625
Ta0.0568V0.9432,4.46
Ba2Bi2.75Sb0.25,4.46
La1Bi1S2F0.7O0.54,4.46
Zr27.1V54.1Nb18.8,4.46
Sn0.55In0.45Te1,4.46
In0.97Pd0.03,4.45
Na0.22Co1H1.8O2.85,4.45
Cu1V2S4,4.45
Cu1S4V2,4.45
Cu0.025V0.975,4.45
La0.9Th0.1Ni1C2,4.45
Nb0.05Ta0.95,4.45
H0.37Mo0.1Nb0.72Pd0.18,4.44
Ba2Bi3,4.44
Ce0.2Nd0.8F0.5Bi1S2O0.5,4.44
In0.9Pb0.1,4.435
Al0.2La0.8,4.43
Nb2S1C0.82,4.43
Ba1Pb0.45Hg0.3Bi0.25O3,4.42
Sn0.5In0.5Te1,4.4
Cs0.1W1O2.9F0.1,4.4
Nb2B1N1,4.4
Rh0.04Zr0.96,4.4
Os0.74W0.26,4.4
Al1Sc1Au2,4.4
Ta1Re1Si1,4.4
Y0.6La0.4B6,4.4
B12Yb0.01Zr0.99,4.4
Y2Br1.5Cl0.5C2,4.4
C60Sr4,4.4
Nb82Si18,4.4
Cu1.3K0.2Co1.5S4,4.4
Na0.1Ta1S2,4.4
Cs0.96Bi4Te6,4.4
Cs1Bi4.1Te5.9,4.4
Ca1Al1.25Si0.75,4.4
Nb1Se0.25Te0.75,4.4
As2Te3,4.4
Mo0.2Nb0.8,4.4
Zr2Co0.7Cu0.3,4.39
Ti0.76V0.24,4.382
N0.99Ti1,4.38
Er0.2Y0.8Pd2Sn1,4.38
Ta4Pd3Te16,4.38
Al0.046In0.151Sn0.803,4.38
Na0.75Co0.9995Ga0.0005H2.6O3.3,4.38
Bi3.925Co0.075S3O4,4.3775
Ta1,4.3769
La0.951Lu0.049,4.37
Pd2Y0.9Yb0.1Sn1,4.37
Zr33.3V45.5Nb21.12,4.36
Zr1P1.6S0.4,4.36
Nb81Si19,4.35
Rh1Se2,4.35
Nd1Bi1S2F0.6O0.4,4.35
Nb41.25Ta13.75Ir45,4.35
Zr25.8V51.3Nb22.9,4.34
Pd0.1Ti0.9,4.335
La2.82Pr0.18S4,4.33
Ir0.75Rh0.2Te2,4.33
Au1Pb3,4.325
Pd0.15Ti0.85,4.32
Pb1.2Mo6Se8,4.32
Ce0.2Nd0.8Bi1S2F0.7O0.3,4.31
V0.746Sb0.179Al0.075,4.3
V0.45Nb0.5Zr1,4.3
Mg12Ir19B16,4.3
Nb25Ti50Mo25,4.3
Nd1.72Ta3.28S2,4.3
Nb0.5V1.5Zr1,4.3
Mo15Se19,4.3
Sc1Fe3Si5,4.3
Ba1Sn3,4.3
Nb0.15V0.85,4.3
Pb1Mo6S5Se3,4.3
Pt0.05Rh0.04Ti0.91,4.3
Zr0.9Mo0.1,4.3
Bi3S3O2,4.3
B5Mo0.2Nb1.8,4.3
Hf5Re24,4.3
H0.64Nb0.85Pd0.15,4.3
Ir0.1Ti0.9,4.3
Al0.22La0.78,4.3
Ce0.2Nd0.8F0.7Bi1S2O0.7,4.29
Ta0.15Zr0.85,4.29
Rh0.106Ti0.894,4.28
Si1Ta1,4.28
Bi0.26Tl0.74,4.275
Na0.31Co1H2.6O3.3,4.27
Nb2Pd1S4.5Se0.5,4.27
Sm1Fe0.5Ru0.5As1F0.15O0.85,4.26
Bi3.875Co0.125S3O4,4.255
Ba2Bi2.5Sb0.5,4.25
Nb1Rh1P1,4.25
Au1Tl2,4.25
Bi1Ni1,4.25
Ba0.95Rb0.05Ti2Sb2O1,4.25
Ba0.95K0.05Ti2Sb2O1,4.25
Nb0.5V0.5,4.25
In0.92Sn0.08,4.25
Ca1Si3,4.25
Bi2Rb1,4.25
Bi2Pb1,4.25
Rb0.18W1O3,4.24
Nd1Bi1S2F0.1O0.9,4.24
Sr1Ga0.8Si1.2,4.24
Ba0.9Na0.1Ti2Sb2O1,4.24
Ca1Ga1Si1,4.2375
Nb80Si20,4.23
Sn0.3997Pb0.4003In0.2Te1,4.23
La0.9916Sm0.0084,4.22
Ga25Mn14V61,4.22
Sr3Rh4Sn13,4.216667
Mo0.16Ti0.84,4.213
Sn0.01V0.99,4.21
Nb0.6Rh0.4,4.21
N0.62Pt0.38,4.21
La0.4Sm0.6Bi1S2F0.5O0.5,4.205
Ga0.71V0.29,4.2
Bi4S2.97Se0.03O4,4.2
K0.5Mo1O3,4.2
Ir0.42Nb0.58,4.2
Nb0.925Ru0.075,4.2
Zr2Co0.6Ni0.4,4.2
Cd0.97Pd0.03,4.2
Hf0.76Nb0.25,4.2
Hg1Sn1,4.2
Y0.77Gd0.23Ni2B2C1,4.2
Ru0.452V0.548,4.2
Mo6Se5I3,4.2
La0.2Th0.8Ni1C2,4.2
Sn1.1Mo6Se7.5,4.2
H0.11S2Ta1,4.2
